variant,model,horizon,seed,split,sample_count,unique_hours,MAE,RMSE,sMAPE,R2
P5_particulate_context,P5_particulate_context_xgboost,6,2025,test,13387,266,1.5361476090534913,3.0264194428073115,1.9925419044871484,0.9644232377436588
P5_particulate_context,P5_particulate_context_xgboost,6,20260623,test,13387,266,1.5450936997133597,3.0208008367558725,2.01021734080665,0.9645552130127691
P5_particulate_context,P5_particulate_context_xgboost,6,20260715,test,13387,266,1.528586184921791,2.99616073238192,1.9817262577639172,0.9651310876685175
P5_particulate_context,P5_particulate_context_xgboost,6,20260718,test,13387,266,1.545896126854061,3.0350988018076537,2.006850975885696,0.9642188865147249
P6_full_atmospheric_context,P6_full_atmospheric_context_xgboost_frozen_anchor,1,42,test,13641,271,1.1853499332253943,2.5103155095385117,1.5182337594227706,0.9756266158201244
P6_full_atmospheric_context,P6_full_atmospheric_context_xgboost_frozen_anchor,1,2025,test,13641,271,1.2004923162736945,2.5260355045734717,1.5311414130629746,0.9753204000091457
P6_full_atmospheric_context,P6_full_atmospheric_context_xgboost_frozen_anchor,1,20260623,test,13641,271,1.1926195764402967,2.510959341230875,1.5237796155985017,0.9756141119181492
P6_full_atmospheric_context,P6_full_atmospheric_context_xgboost_frozen_anchor,1,20260715,test,13641,271,1.178281963788277,2.502382111462189,1.5091815705536207,0.9757804277316877
P6_full_atmospheric_context,P6_full_atmospheric_context_xgboost_frozen_anchor,1,20260718,test,13641,271,1.1753589454041056,2.498489704996223,1.5081947563340365,0.9758557152745577
P6_full_atmospheric_context,P6_full_atmospheric_context_xgboost_frozen_anchor,3,42,test,13539,269,1.3920374548839942,2.797264207825447,1.8124757234767395,0.9696520493990752
P6_full_atmospheric_context,P6_full_atmospheric_context_xgboost_frozen_anchor,3,2025,test,13539,269,1.3990140889418057,2.818692102349207,1.8167996991684223,0.96918531951169
P6_full_atmospheric_context,P6_full_atmospheric_context_xgboost_frozen_anchor,3,20260623,test,13539,269,1.3786478777939277,2.8137463453673752,1.7949152457806907,0.9692933612638756
P6_full_atmospheric_context,P6_full_atmospheric_context_xgboost_frozen_anchor,3,20260715,test,13539,269,1.3865844955536375,2.791414178931182,1.8040277209225162,0.9697788523967886
P6_full_atmospheric_context,P6_full_atmospheric_context_xgboost_frozen_anchor,3,20260718,test,13539,269,1.3801841662958905,2.7777957732122243,1.7943535372184534,0.9700730114714886
P6_full_atmospheric_context,P6_full_atmospheric_context_xgboost_frozen_anchor,6,42,test,13387,266,1.4559295383019382,2.8831174536067348,1.8983452456386392,0.9677126162656363
P6_full_atmospheric_context,P6_full_atmospheric_context_xgboost_frozen_anchor,6,2025,test,13387,266,1.4558557020015312,2.8869735909901264,1.910449062446536,0.9676261904774525
P6_full_atmospheric_context,P6_full_atmospheric_context_xgboost_frozen_anchor,6,20260623,test,13387,266,1.4402697403145213,2.8748284863110136,1.8869265599537082,0.967898001949806
P6_full_atmospheric_context,P6_full_atmospheric_context_xgboost_frozen_anchor,6,20260715,test,13387,266,1.4542447431216734,2.85924170313135,1.8886100181787064,0.9682451603543645
P6_full_atmospheric_context,P6_full_atmospheric_context_xgboost_frozen_anchor,6,20260718,test,13387,266,1.4369990744832615,2.873091407591325,1.8819108366658805,0.9679367846811472
